2024-10-08 00:56:18,"Minimum Time: 33 ms
Maximum Time: 88 ms
Average Time: 55.00 ms
Packet Loss: 0%
","Download Speed: 14.83 Mbps
Upload Speed: 3.47 Mbps",Website Response Time (https://www.google.com): 1230.61 ms
2024-10-08 00:56:36,"Minimum Time: 165 ms
Maximum Time: 311 ms
Average Time: 246.25 ms
Packet Loss: 0%
","Download Speed: 10.33 Mbps
Upload Speed: 2.78 Mbps",Website Response Time (https://www.google.com): 861.63 ms
2024-10-08 00:56:37,"Minimum Time: 153 ms
Maximum Time: 375 ms
Average Time: 278.50 ms
Packet Loss: 0%
","Download Speed: 5.90 Mbps
Upload Speed: 1.18 Mbps",Website Response Time (https://www.google.com): 518.33 ms
2024-10-08 01:19:59,"{'min': 33.0, 'max': 74.0, 'avg': 45.75, 'packet_loss': 0}","{'download': 15.256944965531888, 'upload': 3.642617173083529, 'ping': 30.408}",667.6571369171143,404.7739505767822,283.12230110168457,142.250.187.110,"Valid, Expires in 62 days","
Tracing route to google.com [142.250.187.110]
over a maximum of 30 hops:

  1     1 ms     1 ms     2 ms  modem.local [192.168.1.1] 
  2    11 ms    13 ms    12 ms  100.64.64.1 
  3     *        *        *     Request timed out.
  4    50 ms     6 ms     6 ms  42-konya-sr12e-t2-2---42-konya-sr12e-t3-3.statik.turktelekom.com.tr [81.212.217.230] 
  5    13 ms    11 ms    11 ms  07-antalya-xrs-t2-2---42-konya-sr12e-t2-2.statik.turktelekom.com.tr [81.212.25.47] 
  6    20 ms    20 ms     *     35-izmir-xrs-t2-2---07-antalya-xrs-t2-2.statik.turktelekom.com.tr [212.156.252.204] 
  7     *       47 ms    27 ms  35-ebgp-izmir-sr12e-k---35-izmir-xrs-t2-2.statik.turktelekom.com.tr [81.212.30.7] 
  8    40 ms    36 ms    38 ms  307-sof-col-1---35-ebgp-izmir-sr12e-k.statik.turktelekom.com.tr [212.156.104.160] 
  9    67 ms    58 ms    45 ms  72.14.215.230 
 10    37 ms    38 ms    36 ms  216.239.62.49 
 11    66 ms    37 ms    41 ms  142.251.52.83 
 12    49 ms    39 ms    42 ms  sof02s44-in-f14.1e100.net [142.250.187.110] 

Trace complete.
"
